order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2313131,1222,prior,3,6,14,30
176000,1222,prior,4,4,14,26
2375630,1222,train,5,6,11,30
263652,1223,prior,1,0,15,
3045782,1223,prior,2,1,10,15
20831,1223,prior,3,0,16,6
173060,1223,test,4,0,22,7
1190284,1224,prior,1,1,10,
3068283,1224,prior,2,1,9,7
819532,1224,prior,3,3,14,30
2855765,1224,prior,4,5,9,9
276689,1224,prior,5,5,13,7
320617,1224,prior,6,1,10,3
2573883,1224,prior,7,3,9,9
1289172,1224,prior,8,5,10,23
3235578,1224,prior,9,4,9,6
1032368,1224,prior,10,4,16,30
233804,1224,prior,11,2,11,26
578356,1224,prior,12,2,9,7
589930,1224,train,13,4,11,30
2411714,1225,prior,1,3,22,
2108387,1225,prior,2,0,10,4
1438919,1225,prior,3,0,13,14
739346,1225,prior,4,0,14,30
3098072,1225,prior,5,6,13,20
19305,1225,prior,6,0,10,15
2157648,1225,prior,7,6,17,13
2970309,1225,prior,8,6,18,7
2038815,1225,prior,9,2,17,3
2602361,1225,prior,10,0,19,5
238320,1225,prior,11,1,10,22
1664929,1225,prior,12,1,18,0
3379260,1225,prior,13,5,20,4
316386,1225,prior,14,2,10,4
3338926,1225,prior,15,6,23,4
2625912,1225,prior,16,3,7,4
1497845,1225,prior,17,1,16,5
2295839,1225,prior,18,1,12,28
2968634,1225,prior,19,0,11,20
715837,1225,prior,20,2,10,30
1863253,1225,prior,21,3,9,8
2989706,1225,prior,22,4,10,15
1891639,1225,prior,23,6,11,2
2885813,1225,prior,24,0,13,8
2729920,1225,prior,25,0,16,14
2570986,1225,prior,26,0,10,7
1417318,1225,test,27,0,12,30
3201975,1226,prior,1,0,15,
2587164,1226,prior,2,1,14,1
295739,1226,prior,3,3,15,2
2166932,1226,prior,4,4,17,8
1534245,1226,prior,5,6,16,2
1896032,1226,train,6,3,8,4
2591343,1227,prior,1,3,15,
2606341,1227,prior,2,6,17,3
2033160,1227,prior,3,4,18,30
952161,1227,prior,4,6,13,16
729073,1227,train,5,2,17,30
1080959,1228,prior,1,3,9,
660548,1228,prior,2,4,14,30
136785,1228,prior,3,0,15,30
692507,1228,train,4,1,19,29
441219,1229,prior,1,5,20,
2272080,1229,prior,2,0,10,30
2696810,1229,prior,3,0,12,30
2705713,1229,train,4,0,14,30
2348976,1230,prior,1,5,8,
515884,1230,prior,2,2,14,4
3262862,1230,prior,3,3,18,22
1747737,1230,test,4,6,15,30
2412458,1231,prior,1,3,17,
1304902,1231,prior,2,4,18,8
1465776,1231,prior,3,6,19,9
3135269,1231,prior,4,5,20,13
136250,1231,prior,5,0,17,30
2249826,1231,prior,6,0,11,7
2425838,1231,prior,7,0,12,14
1822459,1231,prior,8,4,21,11
3308351,1231,prior,9,0,10,24
3262908,1231,prior,10,6,13,20
816477,1231,prior,11,1,17,16
1321059,1231,prior,12,4,18,17
1694149,1231,prior,13,0,2,17
2027718,1231,prior,14,6,9,27
1269902,1231,prior,15,0,9,15
463989,1231,prior,16,5,9,26
1094757,1231,test,17,0,11,16
32339,1232,prior,1,3,14,
3285011,1232,prior,2,5,12,9
2209259,1232,prior,3,5,12,14
892158,1232,prior,4,6,12,1
261454,1232,prior,5,1,10,16
2750563,1232,prior,6,1,12,7
1274946,1232,prior,7,6,9,5
1550379,1232,prior,8,3,12,4
966475,1232,prior,9,3,14,7
1182576,1232,prior,10,3,14,0
3046063,1232,prior,11,4,15,30
3309995,1232,prior,12,5,9,8
420027,1232,prior,13,5,12,7
1063202,1232,prior,14,0,10,9
2886955,1232,prior,15,3,15,3
2222248,1232,prior,16,0,12,18
114642,1232,prior,17,2,10,16
1033647,1232,prior,18,3,9,30
2361873,1232,prior,19,3,9,0
1300381,1232,prior,20,1,21,12
1450635,1232,prior,21,3,13,16
1046953,1232,prior,22,5,17,30
650262,1232,prior,23,0,16,23
1591290,1232,prior,24,1,1,1
1023763,1232,test,25,4,13,10
2631496,1233,prior,1,5,11,
2389871,1233,prior,2,3,18,5
1245751,1233,prior,3,4,14,22
1967106,1233,prior,4,5,16,8
2338569,1233,prior,5,3,10,30
614965,1233,prior,6,3,23,30
541879,1233,prior,7,3,9,30
86828,1233,prior,8,0,14,30
3184936,1233,train,9,3,9,24
1571795,1234,prior,1,6,17,
446267,1234,prior,2,1,19,16
1703005,1234,prior,3,4,16,3
2266173,1234,prior,4,0,17,3
1690984,1234,prior,5,0,17,7
2387404,1234,prior,6,6,17,6
3157024,1234,prior,7,6,17,7
2631419,1234,prior,8,1,20,9
2372333,1234,prior,9,2,19,1
935334,1234,prior,10,0,14,5
1782242,1234,prior,11,0,16,7
2650433,1234,prior,12,0,15,7
2681686,1234,prior,13,3,11,10
2365309,1234,prior,14,3,17,14
1866996,1234,prior,15,0,19,4
187343,1234,prior,16,0,8,7
3180921,1234,prior,17,3,19,30
503498,1234,prior,18,6,19,30
471256,1234,train,19,0,15,1
960241,1235,prior,1,4,18,
13020,1235,prior,2,0,19,30
3190850,1235,prior,3,0,20,21
13669,1235,prior,4,1,19,1
2269060,1235,prior,5,5,15,30
998766,1235,prior,6,0,18,30
2385599,1235,prior,7,0,17,14
2000690,1235,prior,8,2,18,2
3096624,1235,test,9,0,18,30
2121742,1236,prior,1,2,15,
2840899,1236,prior,2,6,18,4
1698797,1236,prior,3,0,17,22
419548,1236,prior,4,0,14,7
1585810,1236,prior,5,2,15,9
134187,1236,prior,6,6,15,4
2930964,1236,prior,7,0,18,22
2539865,1236,prior,8,0,18,14
2747250,1236,prior,9,0,10,7
263204,1236,prior,10,1,12,8
1813268,1236,prior,11,1,14,7
3222216,1236,prior,12,5,7,11
1885968,1236,prior,13,5,13,7
1511926,1236,prior,14,0,17,9
2563537,1236,prior,15,0,13,7
1648780,1236,prior,16,4,17,11
3122827,1236,prior,17,0,12,3
2725959,1236,prior,18,4,14,11
3120774,1236,prior,19,0,8,17
2422337,1236,prior,20,0,13,7
556998,1236,test,21,0,14,30
3239398,1237,prior,1,3,11,
3209859,1237,prior,2,0,22,4
891904,1237,prior,3,5,12,5
1972851,1237,prior,4,1,10,10
133591,1237,prior,5,3,12,16
1908387,1237,prior,6,0,11,11
897426,1237,prior,7,2,23,16
659449,1237,prior,8,4,22,16
1236751,1237,prior,9,1,14,11
3098813,1237,prior,10,4,22,3
1344185,1237,prior,11,0,15,10
2510178,1237,prior,12,0,22,28
1606489,1237,prior,13,0,21,7
822628,1237,prior,14,0,22,7
3178341,1237,prior,15,5,11,26
1771031,1237,prior,16,1,11,3
944018,1237,prior,17,3,9,23
444374,1237,prior,18,5,13,16
1071468,1237,prior,19,1,17,3
2371221,1237,prior,20,0,21,6
19320,1237,prior,21,0,21,7
536086,1237,prior,22,0,21,7
2423197,1237,prior,23,0,21,7
2860631,1237,prior,24,2,22,2
2657736,1237,prior,25,0,21,5
550070,1237,prior,26,2,22,16
3252082,1237,prior,27,4,11,9
2940591,1237,prior,28,0,22,17
1654614,1237,test,29,5,15,5
703466,1238,prior,1,0,15,
693862,1238,prior,2,2,13,9
160976,1238,prior,3,0,22,12
1610262,1238,prior,4,2,20,30
359404,1238,prior,5,0,17,26
1878892,1238,prior,6,0,19,21
125852,1238,prior,7,1,20,8
2071559,1238,prior,8,1,16,14
609215,1238,prior,9,3,16,16
1598778,1238,prior,10,5,20,9
1138834,1238,prior,11,4,13,6
2460242,1238,prior,12,2,10,5
611732,1238,prior,13,1,17,13
1693017,1238,prior,14,1,13,14
1832779,1238,prior,15,1,13,0
2479562,1238,prior,16,3,18,2
2455864,1238,prior,17,1,19,12
1697195,1238,prior,18,2,15,15
2953862,1238,prior,19,1,14,20
1544526,1238,prior,20,1,13,14
1044331,1238,prior,21,3,19,9
1253703,1238,prior,22,4,11,15
2351885,1238,prior,23,0,18,3
2096241,1238,prior,24,0,16,7
936202,1238,prior,25,4,16,18
2349800,1238,prior,26,1,12,18
2053412,1238,prior,27,5,20,11
1869618,1238,prior,28,1,18,10
232202,1238,prior,29,2,19,8
348608,1238,test,30,0,21,19
1627977,1239,prior,1,4,19,
179816,1239,prior,2,0,16,10
745983,1239,prior,3,5,18,19
2823840,1239,train,4,3,13,30
1523301,1240,prior,1,3,12,
1132732,1240,prior,2,3,12,7
1790842,1240,prior,3,3,10,7
3196192,1240,prior,4,3,10,7
1351208,1240,prior,5,3,10,7
627513,1240,prior,6,3,12,7
3341679,1240,prior,7,3,8,7
2889868,1240,prior,8,1,11,5
2183195,1240,prior,9,1,7,7
2745012,1240,prior,10,5,19,4
3313744,1240,prior,11,1,19,10
605530,1240,prior,12,5,19,4
628658,1240,prior,13,5,12,7
3303733,1240,prior,14,6,16,8
2366532,1240,prior,15,0,17,8
2824752,1240,prior,16,6,17,6
2910616,1240,prior,17,5,12,6
935764,1240,prior,18,6,18,8
17844,1240,prior,19,6,15,7
3088801,1240,prior,20,0,18,8
995796,1240,prior,21,0,12,7
2880981,1240,prior,22,0,10,7
862067,1240,prior,23,0,7,7
1263477,1240,prior,24,2,18,9
781379,1240,prior,25,0,23,5
883826,1240,prior,26,3,12,3
239486,1240,prior,27,4,12,1
2255004,1240,prior,28,0,18,3
753389,1240,prior,29,4,15,11
1920193,1240,prior,30,4,15,0
3043655,1240,prior,31,2,17,5
2484178,1240,prior,32,5,12,3
3029953,1240,prior,33,1,11,3
496881,1240,prior,34,3,15,2
1547407,1240,prior,35,5,15,2
225544,1240,prior,36,2,10,4
1422352,1240,prior,37,4,15,2
1537983,1240,prior,38,5,15,1
3407999,1240,prior,39,1,14,3
127985,1240,prior,40,3,12,2
3050003,1240,prior,41,4,10,1
539895,1240,prior,42,1,11,4
2656845,1240,prior,43,3,10,2
2356507,1240,prior,44,5,15,2
2129369,1240,prior,45,1,10,3
802458,1240,prior,46,3,9,2
1916004,1240,prior,47,4,11,1
3133114,1240,prior,48,1,13,4
634161,1240,prior,49,1,13,0
1795378,1240,prior,50,4,10,3
616979,1240,prior,51,2,10,5
3326453,1240,prior,52,4,11,2
3359628,1240,prior,53,1,14,11
1351714,1240,prior,54,2,8,1
1240741,1240,prior,55,1,14,6
1953573,1240,prior,56,1,15,7
3169762,1240,prior,57,4,14,3
212376,1240,prior,58,2,14,5
2677948,1240,prior,59,5,13,10
813779,1240,prior,60,3,12,5
3273677,1240,prior,61,2,11,6
99762,1240,prior,62,1,10,6
3263101,1240,test,63,5,13,4
79297,1241,prior,1,6,13,
2948104,1241,prior,2,2,9,30
2810565,1241,prior,3,3,15,30
770613,1241,prior,4,2,15,20
2297138,1241,prior,5,0,14,19
1258166,1241,prior,6,1,14,15
2059797,1241,prior,7,6,9,12
2392853,1241,prior,8,6,16,14
9292,1241,prior,9,3,14,30
2094070,1241,prior,10,1,14,12
631297,1241,prior,11,3,11,30
1718603,1241,prior,12,4,20,8
1479585,1241,prior,13,1,14,11
472089,1241,test,14,0,12,27
1695222,1242,prior,1,1,12,
1797646,1242,prior,2,2,17,8
1718868,1242,prior,3,6,15,30
956574,1242,prior,4,4,11,5
1554489,1242,prior,5,2,19,5
2027817,1242,prior,6,0,1,12
108889,1242,prior,7,1,3,15
2018496,1242,prior,8,0,16,6
1555723,1242,prior,9,0,10,7
1962398,1242,prior,10,2,13,2
1170724,1242,prior,11,1,15,6
2032999,1242,prior,12,1,22,7
1893516,1242,prior,13,6,12,5
4558,1242,prior,14,6,14,0
3362428,1242,prior,15,1,13,2
127964,1242,prior,16,1,11,7
994182,1242,prior,17,4,23,3
2699344,1242,prior,18,1,11,11
2109546,1242,prior,19,2,13,1
988580,1242,prior,20,4,12,2
1793983,1242,prior,21,6,9,2
3400214,1242,prior,22,5,9,6
2463954,1242,prior,23,6,10,1
1604640,1242,prior,24,1,11,2
1622790,1242,prior,25,3,11,2
2744877,1242,prior,26,1,13,5
1039778,1242,prior,27,5,14,4
2651931,1242,prior,28,1,14,3
388363,1242,prior,29,2,11,1
725268,1242,prior,30,0,13,5
1417923,1242,prior,31,3,12,3
1086226,1242,prior,32,2,10,20
2947259,1242,prior,33,0,11,5
956831,1242,prior,34,4,10,4
207834,1242,prior,35,5,12,1
1760115,1242,prior,36,2,14,4
1517274,1242,prior,37,3,10,1
2248768,1242,prior,38,3,9,7
3190617,1242,prior,39,3,15,0
2203506,1242,prior,40,6,16,3
1940071,1242,prior,41,1,10,2
1348723,1242,prior,42,5,11,4
1501764,1242,prior,43,0,13,2
1051869,1242,prior,44,4,10,4
2320043,1242,prior,45,1,15,4
438323,1242,prior,46,1,12,7
1752103,1242,prior,47,0,9,6
3310727,1242,prior,48,2,18,2
3354840,1242,prior,49,4,12,2
3166639,1242,prior,50,0,11,3
2964638,1242,prior,51,1,18,1
2672450,1242,prior,52,4,10,3
1986555,1242,prior,53,1,13,4
57713,1242,prior,54,6,12,5
2483518,1242,prior,55,6,19,0
776613,1242,prior,56,5,9,6
1207710,1242,prior,57,0,11,2
415107,1242,prior,58,0,14,0
3277164,1242,prior,59,1,9,1
2005161,1242,prior,60,3,11,2
2959400,1242,prior,61,6,12,3
1541536,1242,prior,62,1,21,2
184223,1242,prior,63,3,11,2
2524602,1242,prior,64,0,14,4
271409,1242,prior,65,2,12,2
1329460,1242,prior,66,5,15,3
2146795,1242,prior,67,6,8,1
2234904,1242,prior,68,6,12,0
1561735,1242,prior,69,2,8,3
83600,1242,prior,70,1,11,6
2887830,1242,prior,71,4,16,3
3145497,1242,train,72,5,12,1
1181254,1243,prior,1,2,19,
1070771,1243,prior,2,4,19,9
560356,1243,prior,3,4,20,7
2084525,1243,prior,4,1,11,18
1868230,1243,prior,5,4,11,24
103084,1243,prior,6,1,19,30
2718018,1243,prior,7,4,11,30
2482588,1243,prior,8,3,16,6
2263822,1243,prior,9,5,17,23
33949,1243,prior,10,4,17,20
874923,1243,train,11,5,16,22
3329910,1244,prior,1,3,17,
1812596,1244,prior,2,2,18,13
1614884,1244,prior,3,5,15,24
3244911,1244,prior,4,4,15,6
1858265,1244,prior,5,4,15,14
1573575,1244,prior,6,6,19,30
2007594,1244,prior,7,3,15,30
1867164,1244,prior,8,0,3,11
733624,1244,prior,9,5,15,12
201235,1244,train,10,5,21,7
1853832,1245,prior,1,1,17,
3010920,1245,prior,2,6,17,5
1167057,1245,prior,3,1,15,30
1482815,1245,prior,4,1,13,30
2395908,1245,prior,5,1,11,21
1477795,1245,test,6,1,16,30
2072600,1246,prior,1,0,0,
2564573,1246,prior,2,3,12,30
1146933,1246,prior,3,0,15,30
252561,1246,prior,4,1,7,1
1246716,1246,prior,5,2,23,1
356073,1246,prior,6,6,17,4
3206539,1246,prior,7,2,12,3
2118653,1246,prior,8,4,8,2
2044916,1246,prior,9,6,10,2
2951288,1246,prior,10,1,23,2
997822,1246,prior,11,3,23,2
985301,1246,prior,12,4,15,1
1846032,1246,prior,13,6,15,2
1964529,1246,prior,14,3,13,4
887468,1246,prior,15,3,15,0
155896,1246,prior,16,5,17,2
2296633,1246,prior,17,5,22,0
2842616,1246,prior,18,2,9,4
754691,1246,prior,19,0,1,5
3240243,1246,prior,20,1,22,1
174992,1246,prior,21,3,12,2
3321894,1246,prior,22,6,16,3
1769453,1246,prior,23,2,22,3
1570617,1246,prior,24,0,21,5
1685980,1246,prior,25,1,17,1
2786389,1246,prior,26,1,20,0
1273416,1246,prior,27,5,22,4
2383517,1246,prior,28,0,14,2
3350923,1246,prior,29,5,20,5
15030,1246,prior,30,0,20,2
621578,1246,prior,31,5,7,5
1420876,1246,prior,32,0,18,2
243991,1246,prior,33,3,14,3
3140230,1246,prior,34,5,19,2
2421219,1246,prior,35,0,15,2
423817,1246,prior,36,2,20,2
2159792,1246,prior,37,4,20,2
529501,1246,prior,38,2,16,5
1452111,1246,prior,39,4,1,2
1769509,1246,prior,40,4,12,0
529906,1246,prior,41,0,9,3
747951,1246,prior,42,2,13,2
121305,1246,prior,43,4,1,2
886244,1246,prior,44,6,10,2
1988743,1246,prior,45,2,16,3
1918215,1246,prior,46,2,16,0
1690991,1246,prior,47,5,12,3
1204428,1246,prior,48,6,11,1
260385,1246,prior,49,1,12,2
2368428,1246,prior,50,4,12,3
513641,1246,prior,51,6,16,2
3115861,1246,prior,52,2,19,3
3080461,1246,train,53,4,20,2
660937,1247,prior,1,2,18,
852296,1247,prior,2,1,14,13
3285369,1247,prior,3,3,13,16
931573,1247,prior,4,4,12,8
1720383,1247,prior,5,3,14,20
1994826,1247,prior,6,5,19,23
3375093,1247,prior,7,1,15,10
1658396,1247,prior,8,4,11,3
1837509,1247,test,9,5,17,30
3140559,1248,prior,1,5,16,
451820,1248,prior,2,1,17,30
2296031,1248,prior,3,0,9,30
647535,1248,train,4,5,18,26
1107896,1249,prior,1,0,7,
1725980,1249,prior,2,0,8,21
2496130,1249,prior,3,2,14,16
1656900,1249,prior,4,0,16,19
1905785,1249,prior,5,1,16,15
3161854,1249,prior,6,0,18,13
1177662,1249,prior,7,2,13,9
1833841,1249,prior,8,2,10,7
1085023,1249,prior,9,6,15,4
2604684,1249,prior,10,2,19,17
746817,1249,prior,11,0,17,12
1693266,1249,prior,12,1,14,8
2948055,1249,prior,13,1,16,14
1966384,1249,prior,14,3,17,16
1452244,1249,prior,15,3,10,7
1597637,1249,prior,16,1,19,19
2908643,1249,prior,17,3,19,30
1356623,1249,prior,18,2,18,30
1098556,1249,train,19,0,16,30
1100637,1250,prior,1,2,16,
1538855,1250,prior,2,2,13,7
780149,1250,prior,3,1,13,6
3212214,1250,prior,4,1,14,21
2328954,1250,prior,5,4,15,10
366476,1250,prior,6,2,13,5
2609400,1250,prior,7,2,10,14
2693391,1250,prior,8,1,11,6
3081399,1250,prior,9,5,11,4
2469699,1250,prior,10,1,12,3
1354975,1250,prior,11,5,10,4
990175,1250,prior,12,4,12,6
2995887,1250,prior,13,1,16,18
2029775,1250,prior,14,5,9,4
90498,1250,prior,15,4,9,6
1759973,1250,prior,16,1,10,4
2281404,1250,prior,17,1,12,14
1284612,1250,prior,18,1,10,7
2557176,1250,prior,19,4,15,3
2466315,1250,prior,20,2,17,5
186448,1250,prior,21,5,12,3
1094028,1250,prior,22,1,12,3
2486668,1250,prior,23,2,13,8
1961177,1250,prior,24,1,14,13
1977225,1250,prior,25,4,17,3
244749,1250,prior,26,2,20,30
722851,1250,prior,27,5,8,3
3126334,1250,prior,28,2,10,4
2200905,1250,prior,29,2,9,7
851257,1250,prior,30,0,19,5
132882,1250,prior,31,1,9,8
2205915,1250,prior,32,3,15,2
1669839,1250,prior,33,1,17,5
704690,1250,prior,34,5,8,4
2399923,1250,prior,35,3,10,5
2741368,1250,prior,36,2,17,6
1079773,1250,prior,37,3,14,1
1098901,1250,prior,38,5,12,2
2126557,1250,prior,39,1,22,3
2746212,1250,prior,40,4,15,3
1842778,1250,prior,41,2,10,5
438358,1250,prior,42,4,11,2
2693089,1250,prior,43,2,16,12
1666046,1250,prior,44,4,14,2
3034119,1250,prior,45,5,9,1
1537632,1250,prior,46,1,21,3
461120,1250,prior,47,4,15,3
2432871,1250,prior,48,2,15,5
2991961,1250,prior,49,4,15,2
1633081,1250,prior,50,1,11,4
615892,1250,prior,51,3,17,2
1631978,1250,prior,52,5,10,2
1382985,1250,prior,53,1,9,3
2216089,1250,train,54,1,8,7
1345838,1251,prior,1,6,9,
388436,1251,prior,2,1,15,16
520196,1251,prior,3,6,10,5
2713456,1251,prior,4,4,13,5
1910668,1251,prior,5,1,13,4
336968,1251,prior,6,0,15,6
171772,1251,prior,7,5,11,5
1386203,1251,prior,8,5,14,7
698478,1251,prior,9,6,13,8
1612624,1251,prior,10,2,16,3
311717,1251,prior,11,5,20,30
2165448,1251,prior,12,1,17,24
2100710,1251,prior,13,6,9,12
1838413,1251,prior,14,6,20,14
2413492,1251,prior,15,1,15,30
1306748,1251,prior,16,2,19,22
1314358,1251,prior,17,5,13,3
797246,1251,prior,18,6,14,8
3250474,1251,prior,19,5,13,6
1295547,1251,test,20,2,14,30
2976735,1252,prior,1,4,7,
1142216,1252,prior,2,4,9,7
301258,1252,prior,3,4,6,14
1819858,1252,prior,4,4,9,14
85477,1252,prior,5,4,8,14
2442392,1252,prior,6,4,8,28
1330398,1252,prior,7,3,23,13
412232,1252,prior,8,4,9,22
2192552,1252,prior,9,4,11,7
2771920,1252,prior,10,4,11,7
509406,1252,prior,11,3,16,20
1083996,1252,prior,12,4,9,15
171388,1252,prior,13,4,10,30
658472,1252,train,14,6,10,30
1996097,1253,prior,1,2,18,
1899482,1253,prior,2,3,18,1
2874114,1253,prior,3,6,20,10
2076371,1253,prior,4,6,16,30
463246,1253,prior,5,2,15,3
2601441,1253,prior,6,0,20,12
1114329,1253,prior,7,2,8,9
3261274,1253,train,8,4,17,9
926391,1254,prior,1,3,23,
360647,1254,prior,2,5,22,2
1124166,1254,prior,3,0,16,16
2682267,1254,prior,4,4,21,11
1783757,1254,prior,5,2,19,26
283138,1254,prior,6,0,20,12
2184052,1254,prior,7,0,13,14
934670,1254,prior,8,4,18,18
485723,1254,prior,9,4,22,14
484960,1254,prior,10,4,20,14
1577353,1254,prior,11,6,21,16
1848884,1254,prior,12,4,22,12
2456870,1254,prior,13,0,16,17
1218409,1254,prior,14,4,22,11
710059,1254,prior,15,4,23,14
2523021,1254,prior,16,4,22,14
2823817,1254,prior,17,5,22,15
3380945,1254,prior,18,0,18,16
2615305,1254,prior,19,6,14,13
3368862,1254,prior,20,3,14,18
1580081,1254,prior,21,0,17,18
1879526,1254,prior,22,1,18,15
210761,1254,prior,23,5,22,11
643235,1254,prior,24,0,14,16
667726,1254,prior,25,2,19,16
3171516,1254,train,26,5,22,10
1154027,1255,prior,1,5,12,
1684878,1255,prior,2,4,10,6
620249,1255,prior,3,4,18,7
1320487,1255,prior,4,6,12,2
1374105,1255,prior,5,6,13,7
977709,1255,prior,6,5,13,6
935344,1255,train,7,4,12,27
512991,1256,prior,1,1,10,
2174221,1256,prior,2,0,10,27
3353642,1256,prior,3,4,10,11
951397,1256,prior,4,2,11,12
577919,1256,prior,5,1,12,27
183244,1256,test,6,2,15,15
71008,1257,prior,1,2,12,
832915,1257,prior,2,4,10,30
1849598,1257,prior,3,4,10,30
20440,1257,train,4,5,7,29
95652,1258,prior,1,4,23,
813325,1258,prior,2,1,22,11
2392274,1258,prior,3,1,13,7
435363,1258,prior,4,6,22,5
1369493,1258,prior,5,1,22,9
63025,1258,prior,6,6,11,5
3300799,1258,prior,7,6,15,7
2941695,1258,prior,8,6,13,7
1782225,1258,prior,9,6,21,7
379021,1258,prior,10,6,13,7
3337594,1258,prior,11,4,15,12
687724,1258,test,12,5,8,22
828343,1259,prior,1,5,11,
3280731,1259,prior,2,5,15,7
2943596,1259,prior,3,5,14,7
1938704,1259,prior,4,5,11,7
3326349,1259,prior,5,6,13,8
1655277,1259,prior,6,5,12,6
2096277,1259,prior,7,5,14,7
2535881,1259,prior,8,5,15,7
3023569,1259,prior,9,5,12,7
1741188,1259,prior,10,5,12,7
3278445,1259,prior,11,5,13,7
829005,1259,prior,12,5,14,7
1232030,1259,prior,13,4,16,6
317253,1259,prior,14,5,13,8
1644890,1259,train,15,1,9,30
1853127,1260,prior,1,3,11,
2758422,1260,prior,2,1,10,12
1621851,1260,prior,3,4,9,24
2707062,1260,prior,4,1,9,18
3201320,1260,prior,5,3,16,2
398600,1260,prior,6,3,13,21
2127026,1260,prior,7,2,9,13
1531873,1260,prior,8,1,11,6
957070,1260,prior,9,3,13,16
1531498,1260,prior,10,3,10,14
860007,1260,prior,11,1,11,12
2241245,1260,train,12,4,11,30
502177,1261,prior,1,1,13,
3221859,1261,prior,2,1,11,30
1763068,1261,prior,3,2,16,30
78055,1261,prior,4,2,17,30
2038750,1261,prior,5,0,15,30
1542084,1261,prior,6,1,16,8
135260,1261,prior,7,3,14,9
1857093,1261,prior,8,2,15,6
3198725,1261,prior,9,0,18,30
1257586,1261,test,10,3,14,3
2901714,1262,prior,1,0,16,
291652,1262,prior,2,1,15,30
946093,1262,prior,3,2,18,29
1175646,1262,train,4,0,15,30
3140005,1263,prior,1,3,9,
1653369,1263,prior,2,3,12,30
403536,1263,prior,3,3,16,0
2162983,1263,prior,4,3,17,14
159685,1263,prior,5,2,14,13
1420016,1263,prior,6,1,13,6
639693,1263,prior,7,5,16,11
994302,1263,prior,8,4,13,6
1103,1263,prior,9,1,13,4
2862817,1263,prior,10,4,9,10
1256457,1263,prior,11,3,9,6
214266,1263,prior,12,1,14,12
2491675,1263,prior,13,4,9,10
2087174,1263,prior,14,2,9,5
1197244,1263,prior,15,2,10,0
2992936,1263,prior,16,2,9,21
2928319,1263,prior,17,5,10,10
471619,1263,prior,18,3,10,12
3025659,1263,prior,19,3,10,30
1724963,1263,prior,20,3,14,7
1017210,1263,prior,21,3,13,28
915786,1263,prior,22,1,11,30
80004,1263,prior,23,2,12,22
1813341,1263,prior,24,2,16,14
2187902,1263,prior,25,3,15,1
3264073,1263,prior,26,3,11,7
2446481,1263,test,27,5,11,2
98185,1264,prior,1,0,18,
1306167,1264,prior,2,4,6,18
372324,1264,prior,3,2,10,12
277287,1264,prior,4,0,19,5
1865939,1264,prior,5,3,23,10
169824,1264,prior,6,0,13,11
2322180,1264,prior,7,0,11,7
177462,1264,prior,8,4,18,4
1726186,1264,prior,9,0,17,3
1544450,1264,prior,10,0,9,7
41395,1264,prior,11,0,15,7
2279584,1264,prior,12,3,14,3
319511,1264,prior,13,3,8,28
1571536,1264,prior,14,3,11,7
1145244,1264,prior,15,2,16,6
402312,1264,prior,16,3,5,8
318484,1264,prior,17,0,16,4
2448624,1264,prior,18,0,18,7
368796,1264,prior,19,3,5,3
2431157,1264,prior,20,3,17,7
2770325,1264,prior,21,4,8,8
451434,1264,prior,22,6,19,2
2322862,1264,prior,23,3,10,11
3009816,1264,prior,24,4,7,15
889,1264,prior,25,1,7,4
2306898,1264,prior,26,4,8,3
3387362,1264,prior,27,6,22,2
342561,1264,prior,28,2,16,3
60357,1264,prior,29,1,7,6
2151240,1264,prior,30,3,8,9
3299129,1264,prior,31,2,7,27
1905606,1264,prior,32,0,16,5
660990,1264,prior,33,3,7,3
1228132,1264,prior,34,0,18,4
2738895,1264,prior,35,0,14,7
2322293,1264,prior,36,3,7,3
2318315,1264,prior,37,0,19,4
2523796,1264,prior,38,3,8,3
2383453,1264,prior,39,3,15,7
1109181,1264,prior,40,0,19,4
2197960,1264,prior,41,4,8,11
418966,1264,prior,42,0,17,10
2463002,1264,prior,43,0,15,7
2690774,1264,prior,44,0,7,14
653059,1264,prior,45,2,19,2
1357989,1264,prior,46,0,19,5
802556,1264,prior,47,2,20,2
595075,1264,prior,48,2,20,14
587633,1264,prior,49,0,8,5
1299909,1264,prior,50,3,13,3
1964277,1264,test,51,0,12,4
1024838,1265,prior,1,6,15,
765945,1265,prior,2,6,10,14
1873882,1265,prior,3,6,10,21
2456643,1265,prior,4,6,8,30
3068154,1265,prior,5,5,11,30
2780794,1265,train,6,3,10,30
2830077,1266,prior,1,1,12,
1796229,1266,prior,2,1,12,28
379743,1266,prior,3,3,15,9
2081600,1266,prior,4,1,12,30
2956329,1266,prior,5,1,17,7
37676,1266,prior,6,1,16,14
941336,1266,prior,7,6,12,5
2596860,1266,prior,8,5,13,13
2157270,1266,prior,9,1,16,10
971399,1266,prior,10,2,16,29
977246,1266,prior,11,3,15,15
252250,1266,prior,12,4,18,15
2421144,1266,prior,13,5,16,15
3354422,1266,test,14,2,17,11
2361171,1267,prior,1,4,17,
1153092,1267,prior,2,5,6,22
375755,1267,prior,3,6,12,15
618773,1267,prior,4,0,13,29
2441139,1267,prior,5,6,10,6
365598,1267,prior,6,0,11,8
2947688,1267,prior,7,6,22,6
3168395,1267,prior,8,0,14,8
3269501,1267,prior,9,1,12,15
3319120,1267,prior,10,0,10,27
